//Loading PDBs.
//PDB loading of cell: SRAMNSA_1
//Making the stats.
GID                       totalC    totalCC    ratioCC     Cell    Layout   Source
807                      3.55e-18   0.00e+00   0.00e+00    SRAMNSA_1  X4/X1/X0/X0/X1/X1/X0/X0/18  XI0/XI11/XI4/NET35  
808                      3.55e-18   0.00e+00   0.00e+00    SRAMNSA_1  X4/X1/X0/X0/X1/X1/X0/X1/15  XI0/XI11/XI5/NET33  
809                      3.54e-18   0.00e+00   0.00e+00    SRAMNSA_1  X4/X1/X0/X0/X1/X1/X0/X1/16  XI0/XI11/XI5/NET34  
810                      3.54e-18   0.00e+00   0.00e+00    SRAMNSA_1  X4/X1/X0/X0/X1/X1/X0/X1/17  XI0/XI11/XI5/NET36  
811                      3.55e-18   0.00e+00   0.00e+00    SRAMNSA_1  X4/X1/X0/X0/X1/X1/X0/X1/18  XI0/XI11/XI5/NET35  
812                      3.55e-18   0.00e+00   0.00e+00    SRAMNSA_1  X4/X1/X0/X0/X1/X1/X1/X0/15  XI0/XI11/XI6/NET33  
813                      3.54e-18   0.00e+00   0.00e+00    SRAMNSA_1  X4/X1/X0/X0/X1/X1/X1/X0/16  XI0/XI11/XI6/NET34  
814                      3.54e-18   0.00e+00   0.00e+00    SRAMNSA_1  X4/X1/X0/X0/X1/X1/X1/X0/17  XI0/XI11/XI6/NET36  
815                      3.55e-18   0.00e+00   0.00e+00    SRAMNSA_1  X4/X1/X0/X0/X1/X1/X1/X0/18  XI0/XI11/XI6/NET35  
816                      3.55e-18   0.00e+00   0.00e+00    SRAMNSA_1  X4/X1/X0/X0/X1/X1/X1/X1/15  XI0/XI11/XI7/NET33  
817                      3.54e-18   0.00e+00   0.00e+00    SRAMNSA_1  X4/X1/X0/X0/X1/X1/X1/X1/16  XI0/XI11/XI7/NET34  
818                      3.54e-18   0.00e+00   0.00e+00    SRAMNSA_1  X4/X1/X0/X0/X1/X1/X1/X1/17  XI0/XI11/XI7/NET36  
819                      3.55e-18   0.00e+00   0.00e+00    SRAMNSA_1  X4/X1/X0/X0/X1/X1/X1/X1/18  XI0/XI11/XI7/NET35  
820                      3.55e-18   0.00e+00   0.00e+00    SRAMNSA_1  X4/X1/X0/X0/X1/X2/X0/X0/15  XI0/XI11/XI8/NET33  
821                      3.54e-18   0.00e+00   0.00e+00    SRAMNSA_1  X4/X1/X0/X0/X1/X2/X0/X0/16  XI0/XI11/XI8/NET34  
822                      3.54e-18   0.00e+00   0.00e+00    SRAMNSA_1  X4/X1/X0/X0/X1/X2/X0/X0/17  XI0/XI11/XI8/NET36  
823                      3.55e-18   0.00e+00   0.00e+00    SRAMNSA_1  X4/X1/X0/X0/X1/X2/X0/X0/18  XI0/XI11/XI8/NET35  
824                      3.55e-18   0.00e+00   0.00e+00    SRAMNSA_1  X4/X1/X0/X0/X1/X2/X0/X1/15  XI0/XI11/XI9/NET33  
825                      3.54e-18   0.00e+00   0.00e+00    SRAMNSA_1  X4/X1/X0/X0/X1/X2/X0/X1/16  XI0/XI11/XI9/NET34  
826                      3.54e-18   0.00e+00   0.00e+00    SRAMNSA_1  X4/X1/X0/X0/X1/X2/X0/X1/17  XI0/XI11/XI9/NET36  
827                      3.55e-18   0.00e+00   0.00e+00    SRAMNSA_1  X4/X1/X0/X0/X1/X2/X0/X1/18  XI0/XI11/XI9/NET35  
828                      3.55e-18   0.00e+00   0.00e+00    SRAMNSA_1  X4/X1/X0/X0/X1/X2/X1/X0/15  XI0/XI11/XI10/NET33  
829                      3.54e-18   0.00e+00   0.00e+00    SRAMNSA_1  X4/X1/X0/X0/X1/X2/X1/X0/16  XI0/XI11/XI10/NET34  
830                      3.54e-18   0.00e+00   0.00e+00    SRAMNSA_1  X4/X1/X0/X0/X1/X2/X1/X0/17  XI0/XI11/XI10/NET36  
831                      3.55e-18   0.00e+00   0.00e+00    SRAMNSA_1  X4/X1/X0/X0/X1/X2/X1/X0/18  XI0/XI11/XI10/NET35  
832                      3.55e-18   0.00e+00   0.00e+00    SRAMNSA_1  X4/X1/X0/X0/X1/X2/X1/X1/15  XI0/XI11/XI11/NET33  
833                      3.54e-18   0.00e+00   0.00e+00    SRAMNSA_1  X4/X1/X0/X0/X1/X2/X1/X1/16  XI0/XI11/XI11/NET34  
834                      3.54e-18   0.00e+00   0.00e+00    SRAMNSA_1  X4/X1/X0/X0/X1/X2/X1/X1/17  XI0/XI11/XI11/NET36  
835                      3.55e-18   0.00e+00   0.00e+00    SRAMNSA_1  X4/X1/X0/X0/X1/X2/X1/X1/18  XI0/XI11/XI11/NET35  
836                      3.55e-18   0.00e+00   0.00e+00    SRAMNSA_1  X4/X1/X0/X0/X1/X3/X0/X0/15  XI0/XI11/XI12/NET33  
837                      3.54e-18   0.00e+00   0.00e+00    SRAMNSA_1  X4/X1/X0/X0/X1/X3/X0/X0/16  XI0/XI11/XI12/NET34  
838                      3.54e-18   0.00e+00   0.00e+00    SRAMNSA_1  X4/X1/X0/X0/X1/X3/X0/X0/17  XI0/XI11/XI12/NET36  
839                      3.55e-18   0.00e+00   0.00e+00    SRAMNSA_1  X4/X1/X0/X0/X1/X3/X0/X0/18  XI0/XI11/XI12/NET35  
840                      3.55e-18   0.00e+00   0.00e+00    SRAMNSA_1  X4/X1/X0/X0/X1/X3/X0/X1/15  XI0/XI11/XI13/NET33  
841                      3.54e-18   0.00e+00   0.00e+00    SRAMNSA_1  X4/X1/X0/X0/X1/X3/X0/X1/16  XI0/XI11/XI13/NET34  
842                      3.54e-18   0.00e+00   0.00e+00    SRAMNSA_1  X4/X1/X0/X0/X1/X3/X0/X1/17  XI0/XI11/XI13/NET36  
843                      3.55e-18   0.00e+00   0.00e+00    SRAMNSA_1  X4/X1/X0/X0/X1/X3/X0/X1/18  XI0/XI11/XI13/NET35  
844                      3.55e-18   0.00e+00   0.00e+00    SRAMNSA_1  X4/X1/X0/X0/X1/X3/X1/X0/15  XI0/XI11/XI14/NET33  
845                      3.54e-18   0.00e+00   0.00e+00    SRAMNSA_1  X4/X1/X0/X0/X1/X3/X1/X0/16  XI0/XI11/XI14/NET34  
846                      3.54e-18   0.00e+00   0.00e+00    SRAMNSA_1  X4/X1/X0/X0/X1/X3/X1/X0/17  XI0/XI11/XI14/NET36  
847                      3.55e-18   0.00e+00   0.00e+00    SRAMNSA_1  X4/X1/X0/X0/X1/X3/X1/X0/18  XI0/XI11/XI14/NET35  
848                      3.55e-18   0.00e+00   0.00e+00    SRAMNSA_1  X4/X1/X0/X0/X1/X3/X1/X1/15  XI0/XI11/XI15/NET33  
849                      3.54e-18   0.00e+00   0.00e+00    SRAMNSA_1  X4/X1/X0/X0/X1/X3/X1/X1/16  XI0/XI11/XI15/NET34  
850                      3.54e-18   0.00e+00   0.00e+00    SRAMNSA_1  X4/X1/X0/X0/X1/X3/X1/X1/17  XI0/XI11/XI15/NET36  
851                      3.55e-18   0.00e+00   0.00e+00    SRAMNSA_1  X4/X1/X0/X0/X1/X3/X1/X1/18  XI0/XI11/XI15/NET35  
852                      3.55e-18   0.00e+00   0.00e+00    SRAMNSA_1  X4/X1/X0/X1/X0/X0/X0/X0/15  XI0/XI12/XI0/NET33  
853                      3.54e-18   0.00e+00   0.00e+00    SRAMNSA_1  X4/X1/X0/X1/X0/X0/X0/X0/16  XI0/XI12/XI0/NET34  
854                      3.54e-18   0.00e+00   0.00e+00    SRAMNSA_1  X4/X1/X0/X1/X0/X0/X0/X0/17  XI0/XI12/XI0/NET36  
855                      3.55e-18   0.00e+00   0.00e+00    SRAMNSA_1  X4/X1/X0/X1/X0/X0/X0/X0/18  XI0/XI12/XI0/NET35  
856                      3.55e-18   0.00e+00   0.00e+00    SRAMNSA_1  X4/X1/X0/X1/X0/X0/X0/X1/15  XI0/XI12/XI1/NET33  
857                      3.54e-18   0.00e+00   0.00e+00    SRAMNSA_1  X4/X1/X0/X1/X0/X0/X0/X1/16  XI0/XI12/XI1/NET34  
858                      3.54e-18   0.00e+00   0.00e+00    SRAMNSA_1  X4/X1/X0/X1/X0/X0/X0/X1/17  XI0/XI12/XI1/NET36  
859                      3.55e-18   0.00e+00   0.00e+00    SRAMNSA_1  X4/X1/X0/X1/X0/X0/X0/X1/18  XI0/XI12/XI1/NET35  
860                      3.55e-18   0.00e+00   0.00e+00    SRAMNSA_1  X4/X1/X0/X1/X0/X0/X1/X0/15  XI0/XI12/XI2/NET33  
861                      3.54e-18   0.00e+00   0.00e+00    SRAMNSA_1  X4/X1/X0/X1/X0/X0/X1/X0/16  XI0/XI12/XI2/NET34  
862                      3.54e-18   0.00e+00   0.00e+00    SRAMNSA_1  X4/X1/X0/X1/X0/X0/X1/X0/17  XI0/XI12/XI2/NET36  
863                      3.55e-18   0.00e+00   0.00e+00    SRAMNSA_1  X4/X1/X0/X1/X0/X0/X1/X0/18  XI0/XI12/XI2/NET35  
864                      3.55e-18   0.00e+00   0.00e+00    SRAMNSA_1  X4/X1/X0/X1/X0/X0/X1/X1/15  XI0/XI12/XI3/NET33  
865                      3.54e-18   0.00e+00   0.00e+00    SRAMNSA_1  X4/X1/X0/X1/X0/X0/X1/X1/16  XI0/XI12/XI3/NET34  
866                      3.54e-18   0.00e+00   0.00e+00    SRAMNSA_1  X4/X1/X0/X1/X0/X0/X1/X1/17  XI0/XI12/XI3/NET36  
867                      3.55e-18   0.00e+00   0.00e+00    SRAMNSA_1  X4/X1/X0/X1/X0/X0/X1/X1/18  XI0/XI12/XI3/NET35  
868                      3.55e-18   0.00e+00   0.00e+00    SRAMNSA_1  X4/X1/X0/X1/X0/X1/X0/X0/15  XI0/XI12/XI4/NET33  
869                      3.54e-18   0.00e+00   0.00e+00    SRAMNSA_1  X4/X1/X0/X1/X0/X1/X0/X0/16  XI0/XI12/XI4/NET34  
870                      3.54e-18   0.00e+00   0.00e+00    SRAMNSA_1  X4/X1/X0/X1/X0/X1/X0/X0/17  XI0/XI12/XI4/NET36  
871                      3.55e-18   0.00e+00   0.00e+00    SRAMNSA_1  X4/X1/X0/X1/X0/X1/X0/X0/18  XI0/XI12/XI4/NET35  
872                      3.55e-18   0.00e+00   0.00e+00    SRAMNSA_1  X4/X1/X0/X1/X0/X1/X0/X1/15  XI0/XI12/XI5/NET33  
873                      3.54e-18   0.00e+00   0.00e+00    SRAMNSA_1  X4/X1/X0/X1/X0/X1/X0/X1/16  XI0/XI12/XI5/NET34  
874                      3.54e-18   0.00e+00   0.00e+00    SRAMNSA_1  X4/X1/X0/X1/X0/X1/X0/X1/17  XI0/XI12/XI5/NET36  
875                      3.55e-18   0.00e+00   0.00e+00    SRAMNSA_1  X4/X1/X0/X1/X0/X1/X0/X1/18  XI0/XI12/XI5/NET35  
876                      3.55e-18   0.00e+00   0.00e+00    SRAMNSA_1  X4/X1/X0/X1/X0/X1/X1/X0/15  XI0/XI12/XI6/NET33  
877                      3.54e-18   0.00e+00   0.00e+00    SRAMNSA_1  X4/X1/X0/X1/X0/X1/X1/X0/16  XI0/XI12/XI6/NET34  
878                      3.54e-18   0.00e+00   0.00e+00    SRAMNSA_1  X4/X1/X0/X1/X0/X1/X1/X0/17  XI0/XI12/XI6/NET36  
879                      3.55e-18   0.00e+00   0.00e+00    SRAMNSA_1  X4/X1/X0/X1/X0/X1/X1/X0/18  XI0/XI12/XI6/NET35  
880                      3.55e-18   0.00e+00   0.00e+00    SRAMNSA_1  X4/X1/X0/X1/X0/X1/X1/X1/15  XI0/XI12/XI7/NET33  
881                      3.54e-18   0.00e+00   0.00e+00    SRAMNSA_1  X4/X1/X0/X1/X0/X1/X1/X1/16  XI0/XI12/XI7/NET34  
882                      3.54e-18   0.00e+00   0.00e+00    SRAMNSA_1  X4/X1/X0/X1/X0/X1/X1/X1/17  XI0/XI12/XI7/NET36  
883                      3.55e-18   0.00e+00   0.00e+00    SRAMNSA_1  X4/X1/X0/X1/X0/X1/X1/X1/18  XI0/XI12/XI7/NET35  
884                      3.55e-18   0.00e+00   0.00e+00    SRAMNSA_1  X4/X1/X0/X1/X0/X2/X0/X0/15  XI0/XI12/XI8/NET33  
885                      3.54e-18   0.00e+00   0.00e+00    SRAMNSA_1  X4/X1/X0/X1/X0/X2/X0/X0/16  XI0/XI12/XI8/NET34  
886                      3.54e-18   0.00e+00   0.00e+00    SRAMNSA_1  X4/X1/X0/X1/X0/X2/X0/X0/17  XI0/XI12/XI8/NET36  
887                      3.55e-18   0.00e+00   0.00e+00    SRAMNSA_1  X4/X1/X0/X1/X0/X2/X0/X0/18  XI0/XI12/XI8/NET35  
888                      3.55e-18   0.00e+00   0.00e+00    SRAMNSA_1  X4/X1/X0/X1/X0/X2/X0/X1/15  XI0/XI12/XI9/NET33  
889                      3.54e-18   0.00e+00   0.00e+00    SRAMNSA_1  X4/X1/X0/X1/X0/X2/X0/X1/16  XI0/XI12/XI9/NET34  
890                      3.54e-18   0.00e+00   0.00e+00    SRAMNSA_1  X4/X1/X0/X1/X0/X2/X0/X1/17  XI0/XI12/XI9/NET36  
891                      3.55e-18   0.00e+00   0.00e+00    SRAMNSA_1  X4/X1/X0/X1/X0/X2/X0/X1/18  XI0/XI12/XI9/NET35  
892                      3.55e-18   0.00e+00   0.00e+00    SRAMNSA_1  X4/X1/X0/X1/X0/X2/X1/X0/15  XI0/XI12/XI10/NET33  
893                      3.54e-18   0.00e+00   0.00e+00    SRAMNSA_1  X4/X1/X0/X1/X0/X2/X1/X0/16  XI0/XI12/XI10/NET34  
894                      3.54e-18   0.00e+00   0.00e+00    SRAMNSA_1  X4/X1/X0/X1/X0/X2/X1/X0/17  XI0/XI12/XI10/NET36  
895                      3.55e-18   0.00e+00   0.00e+00    SRAMNSA_1  X4/X1/X0/X1/X0/X2/X1/X0/18  XI0/XI12/XI10/NET35  
896                      3.55e-18   0.00e+00   0.00e+00    SRAMNSA_1  X4/X1/X0/X1/X0/X2/X1/X1/15  XI0/XI12/XI11/NET33  
897                      3.54e-18   0.00e+00   0.00e+00    SRAMNSA_1  X4/X1/X0/X1/X0/X2/X1/X1/16  XI0/XI12/XI11/NET34  
898                      3.54e-18   0.00e+00   0.00e+00    SRAMNSA_1  X4/X1/X0/X1/X0/X2/X1/X1/17  XI0/XI12/XI11/NET36  
899                      3.55e-18   0.00e+00   0.00e+00    SRAMNSA_1  X4/X1/X0/X1/X0/X2/X1/X1/18  XI0/XI12/XI11/NET35  
900                      3.55e-18   0.00e+00   0.00e+00    SRAMNSA_1  X4/X1/X0/X1/X0/X3/X0/X0/15  XI0/XI12/XI12/NET33  
901                      3.54e-18   0.00e+00   0.00e+00    SRAMNSA_1  X4/X1/X0/X1/X0/X3/X0/X0/16  XI0/XI12/XI12/NET34  
902                      3.54e-18   0.00e+00   0.00e+00    SRAMNSA_1  X4/X1/X0/X1/X0/X3/X0/X0/17  XI0/XI12/XI12/NET36  
903                      3.55e-18   0.00e+00   0.00e+00    SRAMNSA_1  X4/X1/X0/X1/X0/X3/X0/X0/18  XI0/XI12/XI12/NET35  
904                      3.55e-18   0.00e+00   0.00e+00    SRAMNSA_1  X4/X1/X0/X1/X0/X3/X0/X1/15  XI0/XI12/XI13/NET33  
905                      3.54e-18   0.00e+00   0.00e+00    SRAMNSA_1  X4/X1/X0/X1/X0/X3/X0/X1/16  XI0/XI12/XI13/NET34  
906                      3.54e-18   0.00e+00   0.00e+00    SRAMNSA_1  X4/X1/X0/X1/X0/X3/X0/X1/17  XI0/XI12/XI13/NET36  
907                      3.55e-18   0.00e+00   0.00e+00    SRAMNSA_1  X4/X1/X0/X1/X0/X3/X0/X1/18  XI0/XI12/XI13/NET35  
908                      3.55e-18   0.00e+00   0.00e+00    SRAMNSA_1  X4/X1/X0/X1/X0/X3/X1/X0/15  XI0/XI12/XI14/NET33  
909                      3.54e-18   0.00e+00   0.00e+00    SRAMNSA_1  X4/X1/X0/X1/X0/X3/X1/X0/16  XI0/XI12/XI14/NET34  
910                      3.54e-18   0.00e+00   0.00e+00    SRAMNSA_1  X4/X1/X0/X1/X0/X3/X1/X0/17  XI0/XI12/XI14/NET36  
911                      3.55e-18   0.00e+00   0.00e+00    SRAMNSA_1  X4/X1/X0/X1/X0/X3/X1/X0/18  XI0/XI12/XI14/NET35  
912                      3.55e-18   0.00e+00   0.00e+00    SRAMNSA_1  X4/X1/X0/X1/X0/X3/X1/X1/15  XI0/XI12/XI15/NET33  
913                      3.54e-18   0.00e+00   0.00e+00    SRAMNSA_1  X4/X1/X0/X1/X0/X3/X1/X1/16  XI0/XI12/XI15/NET34  
914                      3.54e-18   0.00e+00   0.00e+00    SRAMNSA_1  X4/X1/X0/X1/X0/X3/X1/X1/17  XI0/XI12/XI15/NET36  
915                      3.55e-18   0.00e+00   0.00e+00    SRAMNSA_1  X4/X1/X0/X1/X0/X3/X1/X1/18  XI0/XI12/XI15/NET35  
916                      3.55e-18   0.00e+00   0.00e+00    SRAMNSA_1  X4/X1/X0/X1/X1/X0/X0/X0/15  XI0/XI13/XI0/NET33  
917                      3.54e-18   0.00e+00   0.00e+00    SRAMNSA_1  X4/X1/X0/X1/X1/X0/X0/X0/16  XI0/XI13/XI0/NET34  
918                      3.54e-18   0.00e+00   0.00e+00    SRAMNSA_1  X4/X1/X0/X1/X1/X0/X0/X0/17  XI0/XI13/XI0/NET36  
919                      3.55e-18   0.00e+00   0.00e+00    SRAMNSA_1  X4/X1/X0/X1/X1/X0/X0/X0/18  XI0/XI13/XI0/NET35  
920                      3.55e-18   0.00e+00   0.00e+00    SRAMNSA_1  X4/X1/X0/X1/X1/X0/X0/X1/15  XI0/XI13/XI1/NET33  
921                      3.54e-18   0.00e+00   0.00e+00    SRAMNSA_1  X4/X1/X0/X1/X1/X0/X0/X1/16  XI0/XI13/XI1/NET34  
922                      3.54e-18   0.00e+00   0.00e+00    SRAMNSA_1  X4/X1/X0/X1/X1/X0/X0/X1/17  XI0/XI13/XI1/NET36  
923                      3.55e-18   0.00e+00   0.00e+00    SRAMNSA_1  X4/X1/X0/X1/X1/X0/X0/X1/18  XI0/XI13/XI1/NET35  
924                      3.55e-18   0.00e+00   0.00e+00    SRAMNSA_1  X4/X1/X0/X1/X1/X0/X1/X0/15  XI0/XI13/XI2/NET33  
925                      3.54e-18   0.00e+00   0.00e+00    SRAMNSA_1  X4/X1/X0/X1/X1/X0/X1/X0/16  XI0/XI13/XI2/NET34  
926                      3.54e-18   0.00e+00   0.00e+00    SRAMNSA_1  X4/X1/X0/X1/X1/X0/X1/X0/17  XI0/XI13/XI2/NET36  
927                      3.55e-18   0.00e+00   0.00e+00    SRAMNSA_1  X4/X1/X0/X1/X1/X0/X1/X0/18  XI0/XI13/XI2/NET35  
928                      3.55e-18   0.00e+00   0.00e+00    SRAMNSA_1  X4/X1/X0/X1/X1/X0/X1/X1/15  XI0/XI13/XI3/NET33  
929                      3.54e-18   0.00e+00   0.00e+00    SRAMNSA_1  X4/X1/X0/X1/X1/X0/X1/X1/16  XI0/XI13/XI3/NET34  
930                      3.54e-18   0.00e+00   0.00e+00    SRAMNSA_1  X4/X1/X0/X1/X1/X0/X1/X1/17  XI0/XI13/XI3/NET36  
931                      3.55e-18   0.00e+00   0.00e+00    SRAMNSA_1  X4/X1/X0/X1/X1/X0/X1/X1/18  XI0/XI13/XI3/NET35  
932                      3.55e-18   0.00e+00   0.00e+00    SRAMNSA_1  X4/X1/X0/X1/X1/X1/X0/X0/15  XI0/XI13/XI4/NET33  
933                      3.54e-18   0.00e+00   0.00e+00    SRAMNSA_1  X4/X1/X0/X1/X1/X1/X0/X0/16  XI0/XI13/XI4/NET34  
934                      3.54e-18   0.00e+00   0.00e+00    SRAMNSA_1  X4/X1/X0/X1/X1/X1/X0/X0/17  XI0/XI13/XI4/NET36  
935                      3.55e-18   0.00e+00   0.00e+00    SRAMNSA_1  X4/X1/X0/X1/X1/X1/X0/X0/18  XI0/XI13/XI4/NET35  
936                      3.55e-18   0.00e+00   0.00e+00    SRAMNSA_1  X4/X1/X0/X1/X1/X1/X0/X1/15  XI0/XI13/XI5/NET33  
937                      3.54e-18   0.00e+00   0.00e+00    SRAMNSA_1  X4/X1/X0/X1/X1/X1/X0/X1/16  XI0/XI13/XI5/NET34  
938                      3.54e-18   0.00e+00   0.00e+00    SRAMNSA_1  X4/X1/X0/X1/X1/X1/X0/X1/17  XI0/XI13/XI5/NET36  
939                      3.55e-18   0.00e+00   0.00e+00    SRAMNSA_1  X4/X1/X0/X1/X1/X1/X0/X1/18  XI0/XI13/XI5/NET35  
940                      3.55e-18   0.00e+00   0.00e+00    SRAMNSA_1  X4/X1/X0/X1/X1/X1/X1/X0/15  XI0/XI13/XI6/NET33  
941                      3.54e-18   0.00e+00   0.00e+00    SRAMNSA_1  X4/X1/X0/X1/X1/X1/X1/X0/16  XI0/XI13/XI6/NET34  
942                      3.54e-18   0.00e+00   0.00e+00    SRAMNSA_1  X4/X1/X0/X1/X1/X1/X1/X0/17  XI0/XI13/XI6/NET36  
943                      3.55e-18   0.00e+00   0.00e+00    SRAMNSA_1  X4/X1/X0/X1/X1/X1/X1/X0/18  XI0/XI13/XI6/NET35  
944                      3.55e-18   0.00e+00   0.00e+00    SRAMNSA_1  X4/X1/X0/X1/X1/X1/X1/X1/15  XI0/XI13/XI7/NET33  
945                      3.54e-18   0.00e+00   0.00e+00    SRAMNSA_1  X4/X1/X0/X1/X1/X1/X1/X1/16  XI0/XI13/XI7/NET34  
946                      3.54e-18   0.00e+00   0.00e+00    SRAMNSA_1  X4/X1/X0/X1/X1/X1/X1/X1/17  XI0/XI13/XI7/NET36  
947                      3.55e-18   0.00e+00   0.00e+00    SRAMNSA_1  X4/X1/X0/X1/X1/X1/X1/X1/18  XI0/XI13/XI7/NET35  
948                      3.55e-18   0.00e+00   0.00e+00    SRAMNSA_1  X4/X1/X0/X1/X1/X2/X0/X0/15  XI0/XI13/XI8/NET33  
949                      3.54e-18   0.00e+00   0.00e+00    SRAMNSA_1  X4/X1/X0/X1/X1/X2/X0/X0/16  XI0/XI13/XI8/NET34  
950                      3.54e-18   0.00e+00   0.00e+00    SRAMNSA_1  X4/X1/X0/X1/X1/X2/X0/X0/17  XI0/XI13/XI8/NET36  
951                      3.55e-18   0.00e+00   0.00e+00    SRAMNSA_1  X4/X1/X0/X1/X1/X2/X0/X0/18  XI0/XI13/XI8/NET35  
952                      3.55e-18   0.00e+00   0.00e+00    SRAMNSA_1  X4/X1/X0/X1/X1/X2/X0/X1/15  XI0/XI13/XI9/NET33  
953                      3.54e-18   0.00e+00   0.00e+00    SRAMNSA_1  X4/X1/X0/X1/X1/X2/X0/X1/16  XI0/XI13/XI9/NET34  
954                      3.54e-18   0.00e+00   0.00e+00    SRAMNSA_1  X4/X1/X0/X1/X1/X2/X0/X1/17  XI0/XI13/XI9/NET36  
955                      3.55e-18   0.00e+00   0.00e+00    SRAMNSA_1  X4/X1/X0/X1/X1/X2/X0/X1/18  XI0/XI13/XI9/NET35  
956                      3.55e-18   0.00e+00   0.00e+00    SRAMNSA_1  X4/X1/X0/X1/X1/X2/X1/X0/15  XI0/XI13/XI10/NET33  
957                      3.54e-18   0.00e+00   0.00e+00    SRAMNSA_1  X4/X1/X0/X1/X1/X2/X1/X0/16  XI0/XI13/XI10/NET34  
958                      3.54e-18   0.00e+00   0.00e+00    SRAMNSA_1  X4/X1/X0/X1/X1/X2/X1/X0/17  XI0/XI13/XI10/NET36  
959                      3.55e-18   0.00e+00   0.00e+00    SRAMNSA_1  X4/X1/X0/X1/X1/X2/X1/X0/18  XI0/XI13/XI10/NET35  
960                      3.55e-18   0.00e+00   0.00e+00    SRAMNSA_1  X4/X1/X0/X1/X1/X2/X1/X1/15  XI0/XI13/XI11/NET33  
961                      3.54e-18   0.00e+00   0.00e+00    SRAMNSA_1  X4/X1/X0/X1/X1/X2/X1/X1/16  XI0/XI13/XI11/NET34  
962                      3.54e-18   0.00e+00   0.00e+00    SRAMNSA_1  X4/X1/X0/X1/X1/X2/X1/X1/17  XI0/XI13/XI11/NET36  
963                      3.55e-18   0.00e+00   0.00e+00    SRAMNSA_1  X4/X1/X0/X1/X1/X2/X1/X1/18  XI0/XI13/XI11/NET35  
964                      3.55e-18   0.00e+00   0.00e+00    SRAMNSA_1  X4/X1/X0/X1/X1/X3/X0/X0/15  XI0/XI13/XI12/NET33  
965                      3.54e-18   0.00e+00   0.00e+00    SRAMNSA_1  X4/X1/X0/X1/X1/X3/X0/X0/16  XI0/XI13/XI12/NET34  
966                      3.54e-18   0.00e+00   0.00e+00    SRAMNSA_1  X4/X1/X0/X1/X1/X3/X0/X0/17  XI0/XI13/XI12/NET36  
967                      3.55e-18   0.00e+00   0.00e+00    SRAMNSA_1  X4/X1/X0/X1/X1/X3/X0/X0/18  XI0/XI13/XI12/NET35  
968                      3.55e-18   0.00e+00   0.00e+00    SRAMNSA_1  X4/X1/X0/X1/X1/X3/X0/X1/15  XI0/XI13/XI13/NET33  
969                      3.54e-18   0.00e+00   0.00e+00    SRAMNSA_1  X4/X1/X0/X1/X1/X3/X0/X1/16  XI0/XI13/XI13/NET34  
970                      3.54e-18   0.00e+00   0.00e+00    SRAMNSA_1  X4/X1/X0/X1/X1/X3/X0/X1/17  XI0/XI13/XI13/NET36  
971                      3.55e-18   0.00e+00   0.00e+00    SRAMNSA_1  X4/X1/X0/X1/X1/X3/X0/X1/18  XI0/XI13/XI13/NET35  
972                      3.55e-18   0.00e+00   0.00e+00    SRAMNSA_1  X4/X1/X0/X1/X1/X3/X1/X0/15  XI0/XI13/XI14/NET33  
973                      3.54e-18   0.00e+00   0.00e+00    SRAMNSA_1  X4/X1/X0/X1/X1/X3/X1/X0/16  XI0/XI13/XI14/NET34  
974                      3.54e-18   0.00e+00   0.00e+00    SRAMNSA_1  X4/X1/X0/X1/X1/X3/X1/X0/17  XI0/XI13/XI14/NET36  
975                      3.55e-18   0.00e+00   0.00e+00    SRAMNSA_1  X4/X1/X0/X1/X1/X3/X1/X0/18  XI0/XI13/XI14/NET35  
976                      3.55e-18   0.00e+00   0.00e+00    SRAMNSA_1  X4/X1/X0/X1/X1/X3/X1/X1/15  XI0/XI13/XI15/NET33  
977                      3.54e-18   0.00e+00   0.00e+00    SRAMNSA_1  X4/X1/X0/X1/X1/X3/X1/X1/16  XI0/XI13/XI15/NET34  
978                      3.54e-18   0.00e+00   0.00e+00    SRAMNSA_1  X4/X1/X0/X1/X1/X3/X1/X1/17  XI0/XI13/XI15/NET36  
979                      3.55e-18   0.00e+00   0.00e+00    SRAMNSA_1  X4/X1/X0/X1/X1/X3/X1/X1/18  XI0/XI13/XI15/NET35  
980                      3.55e-18   0.00e+00   0.00e+00    SRAMNSA_1  X4/X1/X1/X0/X0/X0/X0/X0/15  XI0/XI14/XI0/NET33  
981                      3.54e-18   0.00e+00   0.00e+00    SRAMNSA_1  X4/X1/X1/X0/X0/X0/X0/X0/16  XI0/XI14/XI0/NET34  
982                      3.54e-18   0.00e+00   0.00e+00    SRAMNSA_1  X4/X1/X1/X0/X0/X0/X0/X0/17  XI0/XI14/XI0/NET36  
983                      3.55e-18   0.00e+00   0.00e+00    SRAMNSA_1  X4/X1/X1/X0/X0/X0/X0/X0/18  XI0/XI14/XI0/NET35  
984                      3.55e-18   0.00e+00   0.00e+00    SRAMNSA_1  X4/X1/X1/X0/X0/X0/X0/X1/15  XI0/XI14/XI1/NET33  
985                      3.54e-18   0.00e+00   0.00e+00    SRAMNSA_1  X4/X1/X1/X0/X0/X0/X0/X1/16  XI0/XI14/XI1/NET34  
986                      3.54e-18   0.00e+00   0.00e+00    SRAMNSA_1  X4/X1/X1/X0/X0/X0/X0/X1/17  XI0/XI14/XI1/NET36  
